Input,Target
"Ray: ""Err, right this way. As you can see, it's light and breezy. And by breezy, I mean there's a slight but steady draft I'm told you only notice in the winter.""","Alexis: ""This is so cute for me."""
"Ray: ""Err, right this way. As you can see, it's light and breezy. And by breezy, I mean there's a slight but steady draft I'm told you only notice in the winter."" | Alexis: ""This is so cute for me.""","Ray: ""Oh, and there's a lovely window here through which you can see all of the town. The cafe, the garage, a tree of some kind just uh, over there."""
"Ray: ""Err, right this way. As you can see, it's light and breezy. And by breezy, I mean there's a slight but steady draft I'm told you only notice in the winter."" | Alexis: ""This is so cute for me."" | Ray: ""Oh, and there's a lovely window here through which you can see all of the town. The cafe, the garage, a tree of some kind just uh, over there.""","Alexis: ""This is cute, right? I think this is super cute."""
"Alexis: ""This is so cute for me."" | Ray: ""Oh, and there's a lovely window here through which you can see all of the town. The cafe, the garage, a tree of some kind just uh, over there."" | Alexis: ""This is cute, right? I think this is super cute.""","David: ""Wait, is it cute? 'Cause I know that it's light, and spacious, and... airy in here, but I just wasn't sure if it was cute."""
"Ray: ""Oh, and there's a lovely window here through which you can see all of the town. The cafe, the garage, a tree of some kind just uh, over there."" | Alexis: ""This is cute, right? I think this is super cute."" | David: ""Wait, is it cute? 'Cause I know that it's light, and spacious, and... airy in here, but I just wasn't sure if it was cute.""","Ray: ""Oh its cute!"""
"Alexis: ""This is cute, right? I think this is super cute."" | David: ""Wait, is it cute? 'Cause I know that it's light, and spacious, and... airy in here, but I just wasn't sure if it was cute."" | Ray: ""Oh its cute!""","David: ""Are these original moldings?"""
"David: ""Wait, is it cute? 'Cause I know that it's light, and spacious, and... airy in here, but I just wasn't sure if it was cute."" | Ray: ""Oh its cute!"" | David: ""Are these original moldings?""","Ray: ""Yes, but we can rip those out."""
"Ray: ""Oh its cute!"" | David: ""Are these original moldings?"" | Ray: ""Yes, but we can rip those out.""","Alexis: ""Okay well, I'm the one that should be asking the questions."""
"David: ""Are these original moldings?"" | Ray: ""Yes, but we can rip those out."" | Alexis: ""Okay well, I'm the one that should be asking the questions.""","David: ""Okay, be my guest. Is this a functioning fireplace?"""
"Ray: ""Yes, but we can rip those out."" | Alexis: ""Okay well, I'm the one that should be asking the questions."" | David: ""Okay, be my guest. Is this a functioning fireplace?""","Ray: ""Yes, we found an incinerated squirrel carcass there last week."""
"Alexis: ""Okay well, I'm the one that should be asking the questions."" | David: ""Okay, be my guest. Is this a functioning fireplace?"" | Ray: ""Yes, we found an incinerated squirrel carcass there last week.""","Alexis: ""Um, what are you doing, David?"""
"David: ""Okay, be my guest. Is this a functioning fireplace?"" | Ray: ""Yes, we found an incinerated squirrel carcass there last week."" | Alexis: ""Um, what are you doing, David?""","David: ""You wanted my help, so I'm helping."""
"Ray: ""Yes, we found an incinerated squirrel carcass there last week."" | Alexis: ""Um, what are you doing, David?"" | David: ""You wanted my help, so I'm helping.""","Ray: ""Uh, they want 275, but I think they're dreaming."""
"Alexis: ""Um, what are you doing, David?"" | David: ""You wanted my help, so I'm helping."" | Ray: ""Uh, they want 275, but I think they're dreaming.""","David: ""A week?"""
"David: ""You wanted my help, so I'm helping."" | Ray: ""Uh, they want 275, but I think they're dreaming."" | David: ""A week?""","Ray: ""No, no, no, a month. But again, I think we can talk them down."""
"Ray: ""Uh, they want 275, but I think they're dreaming."" | David: ""A week?"" | Ray: ""No, no, no, a month. But again, I think we can talk them down.""","David: ""Wait, 275 a month for this? That's cheaper than my P.O. Box in New York."""
"David: ""A week?"" | Ray: ""No, no, no, a month. But again, I think we can talk them down."" | David: ""Wait, 275 a month for this? That's cheaper than my P.O. Box in New York.""","Alexis: ""Do you think I should take it?"""
"Ray: ""No, no, no, a month. But again, I think we can talk them down."" | David: ""Wait, 275 a month for this? That's cheaper than my P.O. Box in New York."" | Alexis: ""Do you think I should take it?""","David: ""Well, I mean, it is... it is very old."""
"David: ""Wait, 275 a month for this? That's cheaper than my P.O. Box in New York."" | Alexis: ""Do you think I should take it?"" | David: ""Well, I mean, it is... it is very old.""","Alexis: ""I think that I would like to see the lease agreement."""
"Alexis: ""Do you think I should take it?"" | David: ""Well, I mean, it is... it is very old."" | Alexis: ""I think that I would like to see the lease agreement.""","Ray: ""I thought you'd never ask!"""
"David: ""Well, I mean, it is... it is very old."" | Alexis: ""I think that I would like to see the lease agreement."" | Ray: ""I thought you'd never ask!""","Alexis: ""Ugh, you know, it actually kind of reminds me of your old um... office space that you had in the West Village."""
"Jocelyn: ""You know what I think brought all this on? That darn election! It's really hard on couples. I mean, don't get me wrong, I really appreciate how involved Roland wants to be in my campaign, it's just that sometimes, he can be sooo...""","Johnny: ""irritating?obnoxious?"""
"Jocelyn: ""You know what I think brought all this on? That darn election! It's really hard on couples. I mean, don't get me wrong, I really appreciate how involved Roland wants to be in my campaign, it's just that sometimes, he can be sooo..."" | Johnny: ""irritating?obnoxious?""","Jocelyn: ""No. I was gonna say sensitive."""
"Jocelyn: ""You know what I think brought all this on? That darn election! It's really hard on couples. I mean, don't get me wrong, I really appreciate how involved Roland wants to be in my campaign, it's just that sometimes, he can be sooo..."" | Johnny: ""irritating?obnoxious?"" | Jocelyn: ""No. I was gonna say sensitive.""","Johnny: ""Oh! sensitive!"""
"Johnny: ""irritating?obnoxious?"" | Jocelyn: ""No. I was gonna say sensitive."" | Johnny: ""Oh! sensitive!""","Jocelyn: ""Especially when I wanna do something on my own. Ohhh! Do you really think he's obnoxious and irritating?"""
"Jocelyn: ""No. I was gonna say sensitive."" | Johnny: ""Oh! sensitive!"" | Jocelyn: ""Especially when I wanna do something on my own. Ohhh! Do you really think he's obnoxious and irritating?""","Johnny: ""No! No, no, no, I was just trying to imagine what you know, you were feeling, no."""
"Johnny: ""Oh! sensitive!"" | Jocelyn: ""Especially when I wanna do something on my own. Ohhh! Do you really think he's obnoxious and irritating?"" | Johnny: ""No! No, no, no, I was just trying to imagine what you know, you were feeling, no.""","Jocelyn: ""Well, I feel frustrated a lot. You know, you try to have a rational conversation with him, and he just gets all like, stubborn and selfish."""
"Jocelyn: ""Especially when I wanna do something on my own. Ohhh! Do you really think he's obnoxious and irritating?"" | Johnny: ""No! No, no, no, I was just trying to imagine what you know, you were feeling, no."" | Jocelyn: ""Well, I feel frustrated a lot. You know, you try to have a rational conversation with him, and he just gets all like, stubborn and selfish.""","Johnny: ""And then he acts like you're the one behaving like a child! Right? Yeah, exactly."""
"Johnny: ""No! No, no, no, I was just trying to imagine what you know, you were feeling, no."" | Jocelyn: ""Well, I feel frustrated a lot. You know, you try to have a rational conversation with him, and he just gets all like, stubborn and selfish."" | Johnny: ""And then he acts like you're the one behaving like a child! Right? Yeah, exactly.""","Jocelyn: ""Exactly!"""
"Jocelyn: ""Well, I feel frustrated a lot. You know, you try to have a rational conversation with him, and he just gets all like, stubborn and selfish."" | Johnny: ""And then he acts like you're the one behaving like a child! Right? Yeah, exactly."" | Jocelyn: ""Exactly!""","Johnny: ""Words get... get used, and twisted around, and yet, he uses that against you."""
"Johnny: ""And then he acts like you're the one behaving like a child! Right? Yeah, exactly."" | Jocelyn: ""Exactly!"" | Johnny: ""Words get... get used, and twisted around, and yet, he uses that against you.""","Jocelyn: ""Yes, that is so Roland!"""
"Jocelyn: ""Exactly!"" | Johnny: ""Words get... get used, and twisted around, and yet, he uses that against you."" | Jocelyn: ""Yes, that is so Roland!""","Johnny: ""And you get the reputation for being hot-headed, and he gets to push every button he can!"""
"Johnny: ""Words get... get used, and twisted around, and yet, he uses that against you."" | Jocelyn: ""Yes, that is so Roland!"" | Johnny: ""And you get the reputation for being hot-headed, and he gets to push every button he can!""","Jocelyn: ""You are so right! You know, I thought that I might be ready to forgive him, but I think he needs a couple more nights at that motel."""
"Jocelyn: ""Yes, that is so Roland!"" | Johnny: ""And you get the reputation for being hot-headed, and he gets to push every button he can!"" | Jocelyn: ""You are so right! You know, I thought that I might be ready to forgive him, but I think he needs a couple more nights at that motel.""","Johnny: ""But, on the other hand... maybe it's through your forgiveness that you teach him a lesson. Right, and... and the sooner you forgive him, then... then the better it's gonna be for... for you."""
"Moira: ""Roland!!""","Roland: ""Yeah, yeah, yeah, yeah, yeah. Oh! Moira, this isn't a good time, um... Jocelyn and I are about to make brunch."""
"Moira: ""Roland!!"" | Roland: ""Yeah, yeah, yeah, yeah, yeah. Oh! Moira, this isn't a good time, um... Jocelyn and I are about to make brunch.""","Moira: ""You can give up the act. You and I need to talk."""
"Moira: ""Roland!!"" | Roland: ""Yeah, yeah, yeah, yeah, yeah. Oh! Moira, this isn't a good time, um... Jocelyn and I are about to make brunch."" | Moira: ""You can give up the act. You and I need to talk.""","Roland: ""Close the door honey, will you? You're lettin' my flies out."""
"Roland: ""Yeah, yeah, yeah, yeah, yeah. Oh! Moira, this isn't a good time, um... Jocelyn and I are about to make brunch."" | Moira: ""You can give up the act. You and I need to talk."" | Roland: ""Close the door honey, will you? You're lettin' my flies out.""","Moira: ""Ugh! It's time for you to go home and apologize."""
"Moira: ""You can give up the act. You and I need to talk."" | Roland: ""Close the door honey, will you? You're lettin' my flies out."" | Moira: ""Ugh! It's time for you to go home and apologize.""","Roland: ""I'll do that. Um... Just one question. Where's Johnny?"""
"Roland: ""Close the door honey, will you? You're lettin' my flies out."" | Moira: ""Ugh! It's time for you to go home and apologize."" | Roland: ""I'll do that. Um... Just one question. Where's Johnny?""","Moira: ""I imagine he's at work."""
"Moira: ""Ugh! It's time for you to go home and apologize."" | Roland: ""I'll do that. Um... Just one question. Where's Johnny?"" | Moira: ""I imagine he's at work.""","Roland: ""'Cause he seemed pretty angry this morning. I don't know, maybe you need to go home and apologize. Sorry sweetheart, these walls are pretty thin."""
"Roland: ""I'll do that. Um... Just one question. Where's Johnny?"" | Moira: ""I imagine he's at work."" | Roland: ""'Cause he seemed pretty angry this morning. I don't know, maybe you need to go home and apologize. Sorry sweetheart, these walls are pretty thin.""","Moira: ""Oh yes, I know. The only reason John and I had words is because we were exhausted, from being kept up all night! It seems someone in the motel was playing loud music until 4 A.M.!"""
"Moira: ""I imagine he's at work."" | Roland: ""'Cause he seemed pretty angry this morning. I don't know, maybe you need to go home and apologize. Sorry sweetheart, these walls are pretty thin."" | Moira: ""Oh yes, I know. The only reason John and I had words is because we were exhausted, from being kept up all night! It seems someone in the motel was playing loud music until 4 A.M.!""","Roland: ""I'm sorry, are you complaining about the quality of the free lodging that I arranged for you this past year?"""
"Roland: ""'Cause he seemed pretty angry this morning. I don't know, maybe you need to go home and apologize. Sorry sweetheart, these walls are pretty thin."" | Moira: ""Oh yes, I know. The only reason John and I had words is because we were exhausted, from being kept up all night! It seems someone in the motel was playing loud music until 4 A.M.!"" | Roland: ""I'm sorry, are you complaining about the quality of the free lodging that I arranged for you this past year?""","Moira: ""I think we're very courteous guests, Roland, and have tried to contribute to this town, in whatever way we could. This town, which is quite frankly, woefully mismanaged."""
"Moira: ""Oh yes, I know. The only reason John and I had words is because we were exhausted, from being kept up all night! It seems someone in the motel was playing loud music until 4 A.M.!"" | Roland: ""I'm sorry, are you complaining about the quality of the free lodging that I arranged for you this past year?"" | Moira: ""I think we're very courteous guests, Roland, and have tried to contribute to this town, in whatever way we could. This town, which is quite frankly, woefully mismanaged.""","Roland: ""Oh, ugh, ew! I hate that! Eww! That is just the kind of arrogance that I can't stand! You come in here, and you think you know everything!"""
"Roland: ""I'm sorry, are you complaining about the quality of the free lodging that I arranged for you this past year?"" | Moira: ""I think we're very courteous guests, Roland, and have tried to contribute to this town, in whatever way we could. This town, which is quite frankly, woefully mismanaged."" | Roland: ""Oh, ugh, ew! I hate that! Eww! That is just the kind of arrogance that I can't stand! You come in here, and you think you know everything!""","Moira: ""No, but I think if I was in your position, I would be open to new ideas."""
"Moira: ""I think we're very courteous guests, Roland, and have tried to contribute to this town, in whatever way we could. This town, which is quite frankly, woefully mismanaged."" | Roland: ""Oh, ugh, ew! I hate that! Eww! That is just the kind of arrogance that I can't stand! You come in here, and you think you know everything!"" | Moira: ""No, but I think if I was in your position, I would be open to new ideas.""","Roland: ""Oh! Laughs Right! Of course you would. Sure. Hah! Yeah. Mmmm... Imitating Moira Hello, everyone! I'm Moira Rose, and I know famous people, so I really can't talk to the common folk. Excuse me all, coming through!"""
"Alexis: ""So I'm assuming this place comes fully furnished?""","Ray: ""No, this is all completely staged."""
"Alexis: ""So I'm assuming this place comes fully furnished?"" | Ray: ""No, this is all completely staged.""","David: ""Hmm, it must be very expensive to furnish a place like this."""
"Alexis: ""So I'm assuming this place comes fully furnished?"" | Ray: ""No, this is all completely staged."" | David: ""Hmm, it must be very expensive to furnish a place like this.""","Ray: ""Ah, not really if you get it second hand. Or uh, maybe you get up early on Tuesdays, which is garbage day, and find a discarded couch or sofa."""
"Ray: ""No, this is all completely staged."" | David: ""Hmm, it must be very expensive to furnish a place like this."" | Ray: ""Ah, not really if you get it second hand. Or uh, maybe you get up early on Tuesdays, which is garbage day, and find a discarded couch or sofa.""","Alexis: ""Mm-hmm, um well, you know what, I don't even really need that much stuff. I kinda like the minimalist look anyway, so."""
"David: ""Hmm, it must be very expensive to furnish a place like this."" | Ray: ""Ah, not really if you get it second hand. Or uh, maybe you get up early on Tuesdays, which is garbage day, and find a discarded couch or sofa."" | Alexis: ""Mm-hmm, um well, you know what, I don't even really need that much stuff. I kinda like the minimalist look anyway, so.""","David: ""It's very quiet in here, Ray, it's like, alarmingly quiet."""
"Ray: ""Ah, not really if you get it second hand. Or uh, maybe you get up early on Tuesdays, which is garbage day, and find a discarded couch or sofa."" | Alexis: ""Mm-hmm, um well, you know what, I don't even really need that much stuff. I kinda like the minimalist look anyway, so."" | David: ""It's very quiet in here, Ray, it's like, alarmingly quiet.""","Ray: ""The apartment was soundproofed by the previous owner. But the irony is the people next door are completely deaf, so you could literally scream for hours, and no one would hear you."""
"Alexis: ""Mm-hmm, um well, you know what, I don't even really need that much stuff. I kinda like the minimalist look anyway, so."" | David: ""It's very quiet in here, Ray, it's like, alarmingly quiet."" | Ray: ""The apartment was soundproofed by the previous owner. But the irony is the people next door are completely deaf, so you could literally scream for hours, and no one would hear you.""","David: ""Did you hear that? You could scream for hours, and no one would hear you."""
"David: ""It's very quiet in here, Ray, it's like, alarmingly quiet."" | Ray: ""The apartment was soundproofed by the previous owner. But the irony is the people next door are completely deaf, so you could literally scream for hours, and no one would hear you."" | David: ""Did you hear that? You could scream for hours, and no one would hear you.""","Alexis: ""Okay well, think about how much fun that will be for parties, David. Um, and what about parking?"""
"Ray: ""The apartment was soundproofed by the previous owner. But the irony is the people next door are completely deaf, so you could literally scream for hours, and no one would hear you."" | David: ""Did you hear that? You could scream for hours, and no one would hear you."" | Alexis: ""Okay well, think about how much fun that will be for parties, David. Um, and what about parking?""","David: ""Okay, you don't... you don't even have a car!"""
"David: ""Did you hear that? You could scream for hours, and no one would hear you."" | Alexis: ""Okay well, think about how much fun that will be for parties, David. Um, and what about parking?"" | David: ""Okay, you don't... you don't even have a car!""","Alexis: ""Oh my god, if you want the place so badly, David, why don't you just say it?!"""
"Alexis: ""Okay well, think about how much fun that will be for parties, David. Um, and what about parking?"" | David: ""Okay, you don't... you don't even have a car!"" | Alexis: ""Oh my god, if you want the place so badly, David, why don't you just say it?!""","David: ""Who says I want it?"""
"David: ""Okay, you don't... you don't even have a car!"" | Alexis: ""Oh my god, if you want the place so badly, David, why don't you just say it?!"" | David: ""Who says I want it?""","Alexis: ""So you don't want it?"""
"Alexis: ""Oh my god, if you want the place so badly, David, why don't you just say it?!"" | David: ""Who says I want it?"" | Alexis: ""So you don't want it?""","David: ""No?"""
"David: ""Who says I want it?"" | Alexis: ""So you don't want it?"" | David: ""No?""","Alexis: ""So if I said that I didn't want the place, you wouldn't... you wouldn't want it?"""
"Alexis: ""So you don't want it?"" | David: ""No?"" | Alexis: ""So if I said that I didn't want the place, you wouldn't... you wouldn't want it?""","David: ""Okay, so you don't want the place?"""
"David: ""No?"" | Alexis: ""So if I said that I didn't want the place, you wouldn't... you wouldn't want it?"" | David: ""Okay, so you don't want the place?""","Alexis: ""Okay, I'm just trying to figure out if you want the place!"""
"Alexis: ""So if I said that I didn't want the place, you wouldn't... you wouldn't want it?"" | David: ""Okay, so you don't want the place?"" | Alexis: ""Okay, I'm just trying to figure out if you want the place!""","Ray: ""I think I know what all the hesitation is about. Yes, someone did take their own life in this space, but the good news is, we've replaced the ceiling fan, it's now a break-away model. And to answer your question, yes, there is parking. Uh, oh, and they also allow cats."""
"Moira: ""Oh? Oh? You wanna drop the gloves? Let's drop the gloves, Roland. You are an emotionally stunted, self absorbed man-child. You lord this counterfeit power of yours over others like a schoolyard bully!""","Roland: ""Okay, well you're a phony baloney blowhard, who's desperately scared of being thought of as a regular person!"""
"Moira: ""Oh? Oh? You wanna drop the gloves? Let's drop the gloves, Roland. You are an emotionally stunted, self absorbed man-child. You lord this counterfeit power of yours over others like a schoolyard bully!"" | Roland: ""Okay, well you're a phony baloney blowhard, who's desperately scared of being thought of as a regular person!""","Moira: ""I used to be a regular person!"""
"Moira: ""Oh? Oh? You wanna drop the gloves? Let's drop the gloves, Roland. You are an emotionally stunted, self absorbed man-child. You lord this counterfeit power of yours over others like a schoolyard bully!"" | Roland: ""Okay, well you're a phony baloney blowhard, who's desperately scared of being thought of as a regular person!"" | Moira: ""I used to be a regular person!""","Roland: ""You're just a stuck up pencil skirt with clown makeup, and a janitor's mop on your head!"""
"Roland: ""Okay, well you're a phony baloney blowhard, who's desperately scared of being thought of as a regular person!"" | Moira: ""I used to be a regular person!"" | Roland: ""You're just a stuck up pencil skirt with clown makeup, and a janitor's mop on your head!""","Moira: ""You are an inexplicably cocky imbecile! Your marriage is as blighted as this town, and you have no one to blame but yourself!"""
"Moira: ""I used to be a regular person!"" | Roland: ""You're just a stuck up pencil skirt with clown makeup, and a janitor's mop on your head!"" | Moira: ""You are an inexplicably cocky imbecile! Your marriage is as blighted as this town, and you have no one to blame but yourself!""","Roland: ""Woahh,Hold on."""
"Roland: ""You're just a stuck up pencil skirt with clown makeup, and a janitor's mop on your head!"" | Moira: ""You are an inexplicably cocky imbecile! Your marriage is as blighted as this town, and you have no one to blame but yourself!"" | Roland: ""Woahh,Hold on.""","Moira: ""I went too far."""
"Moira: ""You are an inexplicably cocky imbecile! Your marriage is as blighted as this town, and you have no one to blame but yourself!"" | Roland: ""Woahh,Hold on."" | Moira: ""I went too far.""","Roland: ""Well, I mean, come on."""
"Roland: ""Woahh,Hold on."" | Moira: ""I went too far."" | Roland: ""Well, I mean, come on.""","Moira: ""In the spirit of things."""
"Moira: ""I went too far."" | Roland: ""Well, I mean, come on."" | Moira: ""In the spirit of things.""","Roland: ""Yeah but still, that was kind of... over the line."""
"Roland: ""Well, I mean, come on."" | Moira: ""In the spirit of things."" | Roland: ""Yeah but still, that was kind of... over the line.""","Moira: ""I like Jocelyn, And I know you two have a very special relationship."""
"Moira: ""In the spirit of things."" | Roland: ""Yeah but still, that was kind of... over the line."" | Moira: ""I like Jocelyn, And I know you two have a very special relationship.""","Roland: ""Well, we... I mean, we have our differences."""
"Roland: ""Yeah but still, that was kind of... over the line."" | Moira: ""I like Jocelyn, And I know you two have a very special relationship."" | Roland: ""Well, we... I mean, we have our differences.""","Moira: ""Oh God, who doesn't? I was... I was just riffing."""
"Moira: ""John?""","Johnny: ""Oh sweetheart, I didn't mean to wake you. Don't hear any music next door."""
"Moira: ""John?"" | Johnny: ""Oh sweetheart, I didn't mean to wake you. Don't hear any music next door.""","Moira: ""No, I think he tuckered himself out."""
"Moira: ""John?"" | Johnny: ""Oh sweetheart, I didn't mean to wake you. Don't hear any music next door."" | Moira: ""No, I think he tuckered himself out.""","Johnny: ""Oh, well, that's good, that's good."""
"Johnny: ""Oh sweetheart, I didn't mean to wake you. Don't hear any music next door."" | Moira: ""No, I think he tuckered himself out."" | Johnny: ""Oh, well, that's good, that's good.""","Moira: ""I suppose he just needed to spout off for a while."""
"Moira: ""No, I think he tuckered himself out."" | Johnny: ""Oh, well, that's good, that's good."" | Moira: ""I suppose he just needed to spout off for a while.""","Johnny: ""Yeah well, Jocelyn will be glad to hear that. She just came to pick him up. I think she just needed some alone time, you know, to clear her head."""
"Johnny: ""Oh, well, that's good, that's good."" | Moira: ""I suppose he just needed to spout off for a while."" | Johnny: ""Yeah well, Jocelyn will be glad to hear that. She just came to pick him up. I think she just needed some alone time, you know, to clear her head.""","Moira: ""Thats understandable It's unfortunate they can't communicate those needs to each other."""
"Moira: ""I suppose he just needed to spout off for a while."" | Johnny: ""Yeah well, Jocelyn will be glad to hear that. She just came to pick him up. I think she just needed some alone time, you know, to clear her head."" | Moira: ""Thats understandable It's unfortunate they can't communicate those needs to each other.""","Johnny: ""Yeah well, they don't have what we have."""
"Johnny: ""Yeah well, Jocelyn will be glad to hear that. She just came to pick him up. I think she just needed some alone time, you know, to clear her head."" | Moira: ""Thats understandable It's unfortunate they can't communicate those needs to each other."" | Johnny: ""Yeah well, they don't have what we have.""","Moira: ""I can't argue with that."""
"Alexis: ""Just admit that you wanted the place.""","David: ""I was just asking questions to help you make the right decision."""
"Alexis: ""Just admit that you wanted the place."" | David: ""I was just asking questions to help you make the right decision.""","Alexis: ""Well, you're a terrible liar, David."""
"Alexis: ""Just admit that you wanted the place."" | David: ""I was just asking questions to help you make the right decision."" | Alexis: ""Well, you're a terrible liar, David.""","David: ""It's a pretty good deal, though."""
"David: ""I was just asking questions to help you make the right decision."" | Alexis: ""Well, you're a terrible liar, David."" | David: ""It's a pretty good deal, though.""","Alexis: ""Scoffs Seriously though, would you wanna live in a house where someone klled themselves?"""
"Alexis: ""Well, you're a terrible liar, David."" | David: ""It's a pretty good deal, though."" | Alexis: ""Scoffs Seriously though, would you wanna live in a house where someone klled themselves?""","David: ""I could almost guarantee you that someone's klled themselves in this room."""
"David: ""It's a pretty good deal, though."" | Alexis: ""Scoffs Seriously though, would you wanna live in a house where someone klled themselves?"" | David: ""I could almost guarantee you that someone's klled themselves in this room.""","Alexis: ""ew!David."""
"Alexis: ""Scoffs Seriously though, would you wanna live in a house where someone klled themselves?"" | David: ""I could almost guarantee you that someone's klled themselves in this room."" | Alexis: ""ew!David.""","David: ""You know, sometimes at night, I see things."""
"David: ""I could almost guarantee you that someone's klled themselves in this room."" | Alexis: ""ew!David."" | David: ""You know, sometimes at night, I see things.""","Alexis: ""Oh my God, David!"""
"Alexis: ""ew!David."" | David: ""You know, sometimes at night, I see things."" | Alexis: ""Oh my God, David!""","David: ""Yeah, yeah. Like... dark things. Like sometimes there's this old woman that paces back and forth by your bed, waving her hands over your face. I don't think her bony fingers ever touch your mouth, though."""
"David: ""You know, sometimes at night, I see things."" | Alexis: ""Oh my God, David!"" | David: ""Yeah, yeah. Like... dark things. Like sometimes there's this old woman that paces back and forth by your bed, waving her hands over your face. I don't think her bony fingers ever touch your mouth, though.""","Alexis: ""Mom?"""
"Alexis: ""Oh my God, David!"" | David: ""Yeah, yeah. Like... dark things. Like sometimes there's this old woman that paces back and forth by your bed, waving her hands over your face. I don't think her bony fingers ever touch your mouth, though."" | Alexis: ""Mom?""","David: ""Do you ever wake up with chapped lips?"""
"David: ""Yeah, yeah. Like... dark things. Like sometimes there's this old woman that paces back and forth by your bed, waving her hands over your face. I don't think her bony fingers ever touch your mouth, though."" | Alexis: ""Mom?"" | David: ""Do you ever wake up with chapped lips?""","Alexis: ""Dad?"""
"Alexis: ""Mom?"" | David: ""Do you ever wake up with chapped lips?"" | Alexis: ""Dad?""","David: ""Dad is dead!"""
"David: ""Do you ever wake up with chapped lips?"" | Alexis: ""Dad?"" | David: ""Dad is dead!""","Alexis: ""Ohh, you're such a dck, David!"""
"Moira: ""John!!,My campaign has been hjacked.""","Johnny: ""Whats going on Moira?"""
"Moira: ""John!!,My campaign has been hjacked."" | Johnny: ""Whats going on Moira?""","Moira: ""Ugh! My campaign signs have gone missing."""
"Moira: ""John!!,My campaign has been hjacked."" | Johnny: ""Whats going on Moira?"" | Moira: ""Ugh! My campaign signs have gone missing.""","Johnny: ""You had election signs?"""
"Johnny: ""Whats going on Moira?"" | Moira: ""Ugh! My campaign signs have gone missing."" | Johnny: ""You had election signs?""","Moira: ""Yes! All of them! Gone!"""
"Moira: ""Ugh! My campaign signs have gone missing."" | Johnny: ""You had election signs?"" | Moira: ""Yes! All of them! Gone!""","Johnny: ""Maybe people were mowing their lawns. Well, it's probably just kids."""
"Johnny: ""You had election signs?"" | Moira: ""Yes! All of them! Gone!"" | Johnny: ""Maybe people were mowing their lawns. Well, it's probably just kids.""","Moira: ""What if there's a more sinister explanation? I was wondering if there's someone who's thinking, ""Oh, this woman may not have many signs, but she has myriad qualities worth voting for. I must stop her!"""""
"Moira: ""Yes! All of them! Gone!"" | Johnny: ""Maybe people were mowing their lawns. Well, it's probably just kids."" | Moira: ""What if there's a more sinister explanation? I was wondering if there's someone who's thinking, ""Oh, this woman may not have many signs, but she has myriad qualities worth voting for. I must stop her!""""","Johnny: ""So you think the signs were stolen?"""
"Johnny: ""Maybe people were mowing their lawns. Well, it's probably just kids."" | Moira: ""What if there's a more sinister explanation? I was wondering if there's someone who's thinking, ""Oh, this woman may not have many signs, but she has myriad qualities worth voting for. I must stop her!"""" | Johnny: ""So you think the signs were stolen?""","Moira: ""Is that what you think happened?"""
"Moira: ""What if there's a more sinister explanation? I was wondering if there's someone who's thinking, ""Oh, this woman may not have many signs, but she has myriad qualities worth voting for. I must stop her!"""" | Johnny: ""So you think the signs were stolen?"" | Moira: ""Is that what you think happened?""","Johnny: ""Well, isn't that what you were implying?"""
"Johnny: ""So you think the signs were stolen?"" | Moira: ""Is that what you think happened?"" | Johnny: ""Well, isn't that what you were implying?""","Moira: ""Who would do that?"""
"Moira: ""Is that what you think happened?"" | Johnny: ""Well, isn't that what you were implying?"" | Moira: ""Who would do that?""","Johnny: ""Well, I don't know. It's dirty pool. You can't sabotage someone's campaign and take their signs."""
"Johnny: ""Well, isn't that what you were implying?"" | Moira: ""Who would do that?"" | Johnny: ""Well, I don't know. It's dirty pool. You can't sabotage someone's campaign and take their signs.""","Moira: ""Please, please, everyone calm down! Well, I suppose if there's a silver lining in all this, it's that... Someone is imitated enough into thinking that I might be affecting this town's long-established voting patterns."""
"Johnny: ""Now the playing field is more fair. Yeah, I was worried Jocelyn didn't have enough signs up.""","Roland: ""Ah. You and me both, pal, but, luckily, I'm a step ahead of ya."""
"Johnny: ""Now the playing field is more fair. Yeah, I was worried Jocelyn didn't have enough signs up."" | Roland: ""Ah. You and me both, pal, but, luckily, I'm a step ahead of ya.""","Johnny: ""Okay, enough with the signs, Roland. It was overkill a week ago."""
"Johnny: ""Now the playing field is more fair. Yeah, I was worried Jocelyn didn't have enough signs up."" | Roland: ""Ah. You and me both, pal, but, luckily, I'm a step ahead of ya."" | Johnny: ""Okay, enough with the signs, Roland. It was overkill a week ago.""","Roland: ""Well, I don't know about you, Johnny, but I would like my little lady to win this campaign."""
"Roland: ""Ah. You and me both, pal, but, luckily, I'm a step ahead of ya."" | Johnny: ""Okay, enough with the signs, Roland. It was overkill a week ago."" | Roland: ""Well, I don't know about you, Johnny, but I would like my little lady to win this campaign.""","Johnny: ""Oh! Well, funny you should mention, because my little lady had all of her lawn signs disappear."""
"Johnny: ""Okay, enough with the signs, Roland. It was overkill a week ago."" | Roland: ""Well, I don't know about you, Johnny, but I would like my little lady to win this campaign."" | Johnny: ""Oh! Well, funny you should mention, because my little lady had all of her lawn signs disappear.""","Roland: ""Oh. Moira had lawn signs?"""
"Roland: ""Well, I don't know about you, Johnny, but I would like my little lady to win this campaign."" | Johnny: ""Oh! Well, funny you should mention, because my little lady had all of her lawn signs disappear."" | Roland: ""Oh. Moira had lawn signs?""","Johnny: ""She had a few. Now she has none."""
