Character,Dialogue
unknown,You're being audited? Those bstards!
unknown,"I'm actually trying out for ""Cabaret""."
unknown,You're familiar with the show?
unknown,- The year was .
unknown,- ' . Mhmm.
unknown,I was but .
unknown,- She was not .
unknown,"Hostessing at a charming gas station deli, when the great director, Rocky Nickels, came in for a Reuben."
unknown,"Little did he know, he would end up biting into something"
unknown,- far more suffonsifying.
unknown,- Far more suffonsifying.
unknown,A ripe young actress who he'd soon cast in the leading role of Sally Bowles.
unknown,- In the production of...
unknown,"- In Unison ""Cabaret""."
unknown,Ask me how many ovations I got on closing night.
unknown,"- David, you know the answer!"
unknown,That's a lot of ovations.
unknown,"Mhmm, three by demand, and three on the house."
unknown,"And who, may I ask, is bold enough to scale this cultural monolith?"
unknown,"Jocelyn's actually directing for the community theater, so."
unknown,That's very ambitious of Jocelyn.
unknown,"Yeah well, I just thought it could be a fun thing to do."
unknown,"Yes, the exact sentiment expressed by the passengers as they stepped aboard the Titanic."
unknown,"Okay, well, that's really encouraging."
unknown,What?! They were having a rip-roaring bash before that bloody iceberg.
unknown,- I'm just gonna get the bill.
unknown,"- Yeah, I'm gonna go."
unknown,- I'll be just two minutes.
unknown,"Excuse me, I'll just be a minute."
unknown,"I just heard from Alexis that Ted's mom, Cheryl, will be coming in from Elm Ridge, and joining us for the weekend."
unknown,"So uh, I'd like to just keep an eye out for her, okay?"
unknown,"She's a lovely woman, very striking,"
unknown,I didn't recognize you there for some reason.
unknown,"Well, I lost pounds, I changed my diet, and I started taking Zumba classes."
unknown,"Well, good for Zumba."
unknown,"And you haven't changed at all, Johnny."
unknown,Still as handsome as ever.
unknown,"Oh, well, there you go."
unknown,"Uh anyway, we're gonna put you in our best room, okay?"
unknown,"- And, tell you what."
unknown,"It's on us, Cheryl."
unknown,They don't make men like you anymore.
unknown,"Well, we try to treat people good."
unknown,Try to treat good...
unknown,Laughs have a nice room.
unknown,Day! Day. Have a nice day in your room.
unknown,- You gonna be okay?
unknown,- What the... Moira!
unknown,You really snuck up on me there.
unknown,Those shoes do not make a sound.
unknown,- What're you doing here?
unknown,"Alas, I was sure there was a council-related symposium here this afternoon, but... it appears the room has been set up in an audition configuration?"
unknown,I'm so glad I'm doing it right.
unknown,"Today is day one of auditions for ""Cabaret""."
unknown,"Yeah, I actually wanted to do ""Cats"", but everybody said that it was too political, so."
unknown,"I'm not sure you're aware of this Jocelyn, but ""Cabaret"" is the very show that launched my career."
unknown,", you had a Reuben."
unknown,"No, but never mind."
unknown,I'm simply here to wish you the best of luck.
unknown,"Moira... since you have the strong personal connection to ""Cabaret"", do you think that you could... help me?"
unknown,"No, this is your bebe, Jocelyn, and an artistic cradle robber, I am not."
unknown,"Okay, it's just that I have this actual baby at home, plus a whole lot of term papers to grade."
unknown,I wouldn't want to step on anyone's toes.
unknown,"But if you would indulge me a promenade along... memory lane, I'd love to sit in on the auditions."
unknown,"Okay, if that's as much as you're willing to contribute."
unknown,"- It's settled, then."
unknown,Consider me a silent monarch on the wall.
unknown,"- Now, Jocelyn... is this really how you want to set up the chairs?"
unknown,"- Oh God, no!"
unknown,Bell on door jingles
unknown,Roland. You brought a baby into the store.
unknown,"And I don't know why I haven't brought him in sooner, this place is perfect."
unknown,Thank you so much.
unknown,"Yeah, they say that babies fall asleep quickest when they're surrounded by an eerie, almost crypt-like silence."
unknown,"What can I do to shorten your stay in my store, Roland?"
unknown,"Oh, uh, Joce wanted me to pick up uh, some of this."
unknown,Organic. Listen to me!
unknown,Who am I? Gwyneth Paltrow?
unknown,"No, no, you're not."
unknown,- Cell phone rings
unknown,"Ooh sorry, I gotta take this."
unknown,"What about this, though?"
unknown,"Uh, hello? Ronnie. Hi, what's going on?"
unknown,- Gasps No! Oh my God!
unknown,"Dave, please, I'm on a private call."
unknown,"Uh huh, okay, I'll be right over."
unknown,"Well, Gwen was trimming that big oak tree behind her place, and she took out a power line, and now there are live wires flailing every which way but loose."
unknown,"Laughs So I guess uh, Rollie Jr. and I should head over there."
unknown,"Hey, this applesauce, it's not gonna go bad in the sun, is it?"
unknown,"I'd be more concerned about the baby,"
unknown,- but what do I know?
unknown,You know what I'll do? I'll leave 'em both here.
unknown,"No! No, absolutely not!"
unknown,"I have a meeting in half an hour with a potential big money client, and a rogue baby in my store does not present as polished,"
unknown,- He'll be fine.
unknown,"If he gets cranky, give him some applesauce."
unknown,Those are a jar!
unknown,"No, I will not accept that."
unknown,"No, but I entered that in there already."
unknown,"Dad, Cheryl wants to take a shower, and all she has is a facecloth."
unknown,"Oh, okay. Well, Stevie uh... can you run some towels down to room four?"
unknown,- Why do I need to do it?
unknown,"- Okay, what's the big deal?"
unknown,"Just walk them over, and drop them off."
unknown,"Well, Alexis, if you must know, when I was checking Cheryl in this morning,"
unknown,I-I got a bit of a vibe.
unknown,"Ew, what kind of vibe?"
unknown,I think I might've gotten...
unknown,a whisper... of desire.
unknown,"""Whisper of des... "" Oh my God!"
unknown,"Please never use that phrase like, ever again."
unknown,My face was touched.
unknown,She was doing this. She called me handsome!
unknown,"Okay, Cheryl is in a happy marriage."
unknown,"She just happens to be very like, warm, and affectionate."
unknown,Her hand was warm and affectionate.
unknown,"Uh, my mom was just wondering if she could maybe get some towels?"
unknown,And perhaps you could take these to her?
unknown,"Oh yeah, sure. My mom also wants you to join us for lunch today."
unknown,She said she won't take no for an answer.
unknown,"Uh, that would leave Stevie alone here at the counter."
unknown,And I-I don't think that uh...
unknown,"Oh, but I prefer it that way, though."
unknown,"Oh my God, Dad, um yes, he can come."
unknown,"Okay great, I'll go let her know."
unknown,She was just saying how she wants to get
unknown,- to know you better.
unknown,Psh! Shh! Wait! Do you hear that?
unknown,- It's like a...faint whisper of desire.
unknown,- That was a good one.
unknown,Oh boy. Don't do that.
unknown,Who knew you were a man of so many talents?
unknown,"Well, I don't need to see any more."
unknown,"Moira, is there anything you'd like to add to Bob's audition?"
unknown,I'm just marinating in memories.
unknown,"Okay well, we start rehearsals..."
unknown,"But while I marinate, it might be worth observing your giving Bob a slight redirection."
unknown,- If that's all right?
unknown,"Oh, I've cleared my afternoon for this."
unknown,"Okay, uh...well, try it um, angrier? You know, like, grr, put your hands on your hips."
unknown,"Okay. Well, it seems to me, that it would be helpful to both of us if you would just join us here at the table."
unknown,"Well, there's a note I'm incapable of rebuffing."
unknown,You heard the director.
unknown,"Do you want me to sing ""Ave Maria"" again?"
unknown,"If you must, but I think what Jocelyn is looking for here is a foreboding vibration of pre-wr Berlin, easy on the accent."
unknown,"Okay, so this is what we call mutual respect."
unknown,"So if you could just stay like this for the an hour, that would be ideal. Okay."
unknown,- Oh my goodness!
unknown,"We are so excited at the prospect of working with ""Premium Parties""."
unknown,"- Oh, that's very sweet."
unknown,"- Yeah, so as you know, we can source basically anything you need when it comes to party essentials."
unknown,"Gift bags, catering, Shaman-blessed crystals, artisanal Reiki gloves."
unknown,"For today, I was just hoping to hear about the store, and make a connection with you."
unknown,"Yeah, no, I love making connections."
unknown,Roland Jr. gurgles Oh.
unknown,"Oh no, that's not..."
unknown,"Oh, I didn't know that you had a little guy!"
unknown,"Yeah, his dad is just out right now, but he should be back any time."
unknown,"Oh yeah, they say that, and next thing you know, it's been an hour, am I right?"
unknown,"They say it's an emergency, but is it really, Tina?"
unknown,"Yeah, so tell me the last time that watching the new ""Fast and the Furious"" was an emergency!"
unknown,"You know, I have a two-year-old at home."
unknown,- How old's this little one?
unknown,"He's um, three to four months."
unknown,He's huge for four months.
unknown,"- Mm, big eater."
unknown,"You know, we-we do sell these delicious granola bars."
unknown,You're giving him granola?
unknown,"No, no, I eat the granola bars, while taking care of him."
unknown,He prefers um... the organic applesauce.
unknown,It must be so helpful to have your own little product tester here in the store with you.
unknown,"Why don't you take this home with you, try it out on your little one."
unknown,"You know, I'm actually throwing a baby shower next week, uh, but I mean, that's probably not enough notice for you."
unknown,"I threw a baby shower for my dear friend, Jocelyn, within a day,"
unknown,I'm pretty sure I can get supplies by next week.
unknown,You two might be my new favourite vendors.
unknown,"Do you think that maybe he could um, show me around?"
unknown,"Yeah. You want, you wanna show her around,"
unknown,- Show me around. Hm.
unknown,"naked as the day he was born, just wailing!"
unknown,"It had rained, and his cotton candy was melting all down his hand!"
unknown,"Yeah, that was fun, but uh, maybe we can start telling some stories about someone else who was naked and crying?"
unknown,"Okay, fine, but I think everyone here has already heard about my Vin Diesel adventure."
unknown,"Mind if I have a fry, Johnny?"
unknown,"No, no, go ahead, help yourself."
unknown,"And if anyone else wants a fry, please feel free to take one."
unknown,"Mom, I really wish I'd have known about this trip a little bit sooner, I wouldn't have asked Alexis to help me out at the clinic today, and she could've kept you company."
unknown,"Mhmm, I also wish you hadn't asked me to help out"
unknown,- at the clinic today.
unknown,"- Oh, don't worry, this was just a last minute whim."
unknown,I just don't know what I'm gonna do with those tickets that I bought to the Elmdale Gallery.
unknown,I don't suppose you'd be interested in playing
unknown,"- hooky today, huh?"
unknown,I haven't played hooky since college.
unknown,"Dad, I think you can spare a couple of hours to accompany Mrs. Mullens, who otherwise would be going by herself."
unknown,"Well, when you put it that way, Alexis, uh, I'd look like a real jerk if I said no."
unknown,Then lunch is on me.
unknown,A free room and now a hot date with the owner of the motel?
unknown,"I can't tell you how much this means to me, Mr. Rose."
unknown,"Oh, I'm just... being a good host."
unknown,"See, my mom and my Step-Dad separated a while ago."
unknown,What? Why have I not heard about this before?
unknown,"Well, I wanted to tell you, but she made me promise to keep it quiet."
unknown,"You know, small town, people talk."
unknown,"So Ted, your mom is currently unattached?"
unknown,"Yeah, yeah, but she's in a much better place these days."
unknown,"She's got like, a whole new lease on life."
unknown,"She told me that she's just going after whatever she wants, no holds barred!"
unknown,"Oh, well hopefully, some holds barred."
unknown,- I'm ready to go.
unknown,"Um Dad, if you do have too much work this afternoon..."
unknown,"Well, we're in it now, Alexis."
unknown,"- Here we go. Oh, after you."
unknown,"- Please, don't go."
unknown,- Are you serious?
unknown,"Jocelyn Okay, I'm just gonna stop you there."
unknown,"Um Beth, I was wondering if you could maybe..."
unknown,"Let's throw away the lines, soften the edges."
unknown,"Yes, I was gonna say, speak louder, but that also sounds important."
unknown,- So why don't we um...
unknown,"- Yes, tap her out!"
unknown,"You step in, and lay the groundwork for Patrick. Yes."
unknown,You want me to tap in and act with him?
unknown,I sorely underestimated your instincts.
unknown,"Okay, the thing you must understand about Cliff,"
unknown,"Patrick, is that he has been with many women, but he's never derived true pleasure from it."
unknown,I think I can wrap my head around that.
unknown,"Okay, when you're ready."
unknown,Patrick and Jocelyn clear their throats
unknown,"- Please, don't go!"
unknown,The hell with Bobby! Maybe I like you here.
unknown,"Firm, but not loud."
unknown,"The truth is, Sally, when you're out all night, I can't sleep."
unknown,"Better, better. Now seduce her."
unknown,Our little bed suddenly seems so empty.
unknown,I've never felt this way about anyone.
unknown,You truly mean this?
unknown,More than I've ever meant anything.
unknown,Now that is a breakthrough.
unknown,Or should I say thank you to our new Emcee!
unknown,"Oh no, no, Patrick was auditioning for the role of Cliff."
unknown,"- Yes, he was."
unknown,But we all know you put your biggest talent front and center.
unknown,"- Isn't that right, Jocelyn?"
unknown,As long as I never have to act again.
unknown,We'll-we'll call your people.
unknown,I did not think I would find a new vendor today.
unknown,"Well, sometimes it just clicks. Here."
unknown,"Well, why don't I swing back on Wednesday, and pick everything up for the baby shower?"
unknown,"And I hope I'll see you on Wednesday, too!"
unknown,- How's my big boy?
unknown,- This must be Dad.
unknown,Tina Holbridge. It is so nice to meet you.
unknown,I've just been spending the whole afternoon with your two special guys.
unknown,"Oh, well, you know, Roland Jr. and I, are gettin' there, but uh, this guy, I've known him for a long time."
unknown,"You know that he uh, took me shopping once?"
unknown,"Yeah, you know what? Are you ready to take um, him?"
unknown,Because I'm sure you have a busy day.
unknown,"Yeah, I should probably grab him, and go."
unknown,"I'm sorry, I would've been here sooner, but I got electrocuted three times, and the last time I didn't bounce back quite as fast."
unknown,"Oh. Well, the important part is that you're-you're here now."
unknown,"Yeah, and luckily Gwen's fine, too."
unknown,"I don't know why she was wearing that rubber dress when she cut that wire, but it saved her life."
unknown,"Well, I should probably let you guys have some family time."
unknown,"I am so looking forward to working with you, David."
unknown,"Hey, sounds like the meeting went pretty well."
unknown,It couldn't have gone better! Yeah.
unknown,"So, if ever you need me to babysit this little one, I have some openings."
unknown,"Oh, well, that's great, because Joce and I were thinking about going to the movies tomorrow night."
unknown,I was thinking next Wednesday between four and five pm.
unknown,"Mm, yeah, no, Thursday, that's probably gonna be better for us."
unknown,Let's go with Wednesday.
unknown,"Thank you, Johnny, for a lovely afternoon."
unknown,"Well, it's always a thrill to experience a collection of nude photographs with a... a new friend."
unknown,"Johnny, I have something to tell you."
unknown,"Umm, what's going on over here?"
unknown,"Hey, you crazy kids."
unknown,Hope you didn't have too much fun this afternoon.
unknown,"Alexis, I was just about to tell Johnny, so I might as well tell you, too."
unknown,Ted's Step-Dad and I have separated.
unknown,- Oh my gosh.
unknown,It's for the best.
unknown,"In fact, I think I've already started to develop feelings"
unknown,- for someone new.
unknown,- You wanna know the best part?
unknown,"He's charming, and handsome."
unknown,"Okay, I think we understand where this is going."
unknown,And ten years younger!
unknown,I've fallen for my Zumba instructor.
unknown,Does this mean that I get his gym discount?
unknown,Ted and Cheryl laugh
unknown,This is great news.
unknown,"Isn't this great news, Dad?"
unknown,"Yes, yes, I'm relieved..."
unknown,- that you're so happy. -
unknown,Thank you for providing such a safe place for me this afternoon.
unknown,"You know, you remind me of my older brother."
unknown,"Hey, maybe I should start calling you ""Uncle Johnny,"" then, huh?"
unknown,"- Oh, ha ha ha."
unknown,- No. Nope. Nope.
unknown,"Mom, come on, tell me all about it."
unknown,"I'm just worried about what that young, hot young Zumba instructor is gonna do when he finds out that Cheryl has a huge crush on you."
unknown,But you bought into it for a second there.
unknown,"Well that was a great day of auditions today, Moira."
unknown,"Wow, in a desert of mediocrity, you managed to divine a quiet revelation in Ronnie's Fraulein Schneider."
unknown,"Well, I think you deserve most of the credit."
unknown,"You know, watching you work with the actors today,"
unknown,I think it was pretty obvious that you should...
unknown,Reprise my role of Sally?
unknown,There's the age discrepancy. Bit of a challenge there.
unknown,Although I did play Liesl Von Trapp at .
unknown,Actually... working with you made me realize that I may not have the skills to do this.
unknown,"But you, you were practically directly by yourself today."
unknown,"Oh, Jocelyn, thank you."
unknown,And now I fear I've overstepped.
unknown,"No, no, no, please! Step all over me."
unknown,"You should be the director, it's clearly in your blood."
unknown,"Well, humility forbids me from thinking"
unknown,I could become a quadruple threat that easily.
unknown,"Please, Moira. You'd be doing me a favour."
unknown,"I mean, it's either that, or you could call Mr. and Mrs. Tekenos and let them know that their daughter bit another student at school today."
unknown,"- Thank you, Moira!"
unknown,I am happily stepping down.
unknown,"You will be there with me every step of the way, Jocelyn."
unknown,"- Mhmm, some would argue it's even more responsibility than directing."
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired January 2015 to April 2020."
unknown,"It's the last day of our auditions, Moira."
unknown,We might have to lower our standards if we're gonna find our lead.
unknown,"Lowering your standards is a slippery slope, Jocelyn."
unknown,Next thing I know you'll be telling me we'll be staging this production at the school gymnasium.
unknown,"Gasps Very dapper, Mr. Rose!"
unknown,Like the maestro of a Lebanese orchestra.
unknown,"Congratulations Johnny, I never thought I'd see this little motel recognized for anything, besides the occasional cockroach!"
unknown,Laughs I made myself laugh there.
unknown,"Well, always nice to be nominated, Jocelyn."
unknown,But I'm not putting too much stock in... regional hospitality awards.
unknown,"The revisions for your acceptance speech are on the vanity, dear."
unknown,"Oh thank you, sweetheart."
unknown,"So how's the uh, casting hunt going?"
unknown,We may be looking at putting an ad in broadwayworld.com.
unknown,"Perhaps there's a chorus girl on holiday, looking for a leg up."
unknown,"First of all, I'd like to remind you that this is a live-work space, and second, fine, I'll do it."
unknown,I'll step in as the star of your musical.
unknown,"No, with your responsibilities as our in-house publicist, I couldn't ask you to do that now."
unknown,"Okay, well, you seem pretty desperate, so I'm happy to help."
unknown,"Johnny Well Moira, I'd consider it."
unknown,"I mean, we did spend all that money flying in Barbara Streisand's vocal coach that summer Alexis wanted to be the next Jessica Simpson."
unknown,"Alexis, a brief stint on a reality show, that's one thing, but... acting, that's..."
unknown,"Um, the producers of ""A Little Bit Alexis"" insisted that I take acting classes after we started shting, so."
unknown,Almost makes me want to try out for it myself.
unknown,"Okay, now we're all just getting the sillies."
unknown,Best we stick to our award-nominated day jobs.
unknown,"Well, I'm sure that Alexis has a song that she could sing for the audition."
unknown,"Okay, do I have to remind you about the album that I released?"
unknown,"Moira, what's the worst that can happen?"
unknown,Besides the inevitable accusations of nepotism!
unknown,"Well, for what it's worth, Alexis,"
unknown,"I always thought ""Hampton's Hoes"" was quite catchy."
unknown,You look very nice.
unknown,"- No, I don't."
unknown,"- Uh, yes, you do!"
unknown,Very spiffy! That's a lovely dress.
unknown,"I literally pulled it out of the laundry, Mr. Rose."
unknown,I've had it forever.
unknown,"You know it's not a bad thing to admit you really care about these awards, Stevie."
unknown,You're bringing a bag?
unknown,"You know, I almost brought a change of clothes myself."
unknown,"Moira told me to pack a second suit for the after-party, but uh, who am I, George Clooney? Chuckles"
unknown,"No, Mr. Rose, that's a weekend bag."
unknown,I'm going away for the weekend.
unknown,I told you I'm taking Monday off!
unknown,"Yeah, but I didn't know you were going someplace."
unknown,"Uh, Emir is presenting at the awards, so I just thought I might drive around with him for a few days after."
unknown,Oh... so it sounds like you two are getting... pretty serious?
unknown,"Uh, I guess we'll see what happens this weekend."
unknown,"Roland Hello, guys, uh... whoa! Chuckles"
unknown,Look at us! Who are we?
unknown,Brad Pitt and his handsome brother?
unknown,"Why the jacket, Roland?"
unknown,You know you're not going to the awards.
unknown,"Johnny, you asked me to manage the motel while you were away."
unknown,I'm not gonna show up just dressed like some schlub off the street!
unknown,Like you do every day?
unknown,"Wow, okay. This one puts on a dress and suddenly she's Rita Rudner."
unknown,"Guys, I am really gonna miss this... workplace banter."
unknown,"- We are coming back, Roland."
unknown,"At least I'm coming back, I don't know about Stevie."
unknown,"Oh my God, we should really get going."
unknown,How about one picture before we go?
unknown,"Roland Great idea, okay."
unknown,"Stevie, do you mind?"
unknown,I meant a picture of me and Stevie.
unknown,"Absolutely, no, that makes perfect sense."
unknown,Put Mr. Rose in it.
unknown,"I just don't get the big reveal, it's a bathroom."
unknown,"It's not just a bathroom, David, it's a passion project."
unknown,I'd kll to be that passionate about a bathroom that you've now decided to open up to the entire town.
unknown,"Yeah well, we can't afford to keep a private bathroom,"
unknown,"David, we're losing customers to the cafe."
unknown,"Besides, you're the one who started serving booze at those evening events."
unknown,"Um, those evening events are part of a summer series."
unknown,- We sold dreamcatchers at that Cosmic Meditation Clinic.
unknown,Bell on door jingles
unknown,"Yeah, you know what? You were right."
unknown,It does look beautiful.
unknown,- What the f...
unknown,"- So, I'm confused."
unknown,"Where does the bathroom start, and all this garbage end?"
unknown,Ronnie swore this would be done today.
unknown,"Ronnie Yep, but you ran out of tiles."
unknown,It doesn't help that you picked the most expensive ones.
unknown,"Okay, you asked for my opinion, I don't know how much Romanian marble costs!"
unknown,"I was hoping to get my hands on a few more in an hour or so, but that is TBC at this point."
unknown,"Okay, Ronnie, uh, this installation was just supposed to last two days."
unknown,"And now half of our store is covered in tarps, and David's organized some writers' retreat"
unknown,for tomorrow night. It's a calligraphy workshop.
unknown,"We're working as fast as we can, you have my cell!"
unknown,Could you have not at least asked her to finesse the tarps?
unknown,"I mean, there's green tape everywhere!"
unknown,"The tarps aren't staying up, David."
unknown,"This bathroom's getting finished today, because that's what we discussed,"
unknown,- that's what's gonna happen.
unknown,"- Okay, it's just that you waited until after she left to put your lil' foot down, so I'm just not sure if she's aware of that plan."
unknown,She obviously thinks we're a couple of pushovers.
unknown,"Okay, speak for yourself."
unknown,All I did was pick out some gorgeous tile.
unknown,"That's it, that's the end of my audition."
unknown,- Indeed it is.
unknown,- I'm fine with nudity.
unknown,She looks like she may have seen the inside of a smoky German bar or two.
unknown,"Who knows, a haircut, some dance lessons..."
unknown,"Moira, I feel like we're really scraping the bottom of the barrel here."
unknown,I think that we should bring Alexis in.
unknown,Jabberwocky! There are still stones left unturned!
unknown,"Okay, you're actively trying to prevent"
unknown,"Alexis from auditioning here, and I don't want to get in the middle of some mother daughter competition thing, Competition! Nothing of the sort."
unknown,"No, Alexis just doesn't have the..."
unknown,Because according to her stories...
unknown,"Well, she's had her fair share of adventures, yes."
unknown,"But the role of Sally Bowles requires an actress who can mine a deeper, darker cave."
unknown,A woman encumbered with secrets she will... take with her to the tomb.
unknown,Hence the high praise Gina Gershon and I received for the role.
unknown,"You know what, Moira?"
unknown,I'm gonna bring Alexis in.
unknown,"And don't worry, I will handle the audition, so it is less of a struggle for you."
unknown,"Fine, you're on your own."
unknown,"Truck horn blares, horns honk"
unknown,"Boy, it looks like"
unknown,"""Best Customer Service in a Motel Under Units"" is up fifth, that's the big one."
unknown,"Stevie, if we win, and I know that's a big ""if,"" do you think you'll be doing any talking up there?"
unknown,"- It's all you, Mr. Rose."
unknown,"Excuse me, is this the children's table?"
unknown,"Laughs Young at heart, maybe."
unknown,"Johnny Rose, but I'm sure you remember me, Emir, You declared our motel a ""must stay""."
unknown,"How could I forget, Mr. Rose, good to see you."
unknown,"Uh, I'm just waiting for my date."
unknown,So that seat's taken.
unknown,"Oh, well, can I uh... buy you a drink while you wait?"
unknown,"I guess, but he won't be too happy about it."
unknown,"From what I've heard, he'll take what he can get."
unknown,- So you're probably safe.
unknown,"- I should point out, they have been coming by with drink trays."
unknown,"Oh yeah, we'll just go to the bar."
unknown,"Okay, well, I'm sure you have some catching up to do."
unknown,"Ronnie is sitting in that booth with Roland, laughing about something."
unknown,- Ronnie laughs loudly
unknown,She says she's working as fast as she can.
unknown,"We don't have a bathroom, David!"
unknown,I'm well aware of that.
unknown,"You know, my uncle's a contractor."
unknown,"I know how this works, you've gotta stay on top of it, or they will find a million reasons to just drag it out."
unknown,"Mhmm, well, my ex-best friend was a crisis manager, and she told me multiple times, not to talk to anyone."
unknown,Especially while they're eating.
unknown,So I'm gonna just...
unknown,"Roland Oh hey, Pat. What are you doing?"
unknown,"Playing hooky, or did the store finally close?"
unknown,"I don't laugh a lot, but that was good."
unknown,"That is funny, especially considering we are open, but hey, who knows for how long?"
unknown,"Because right now, it sorta looks like a quarantine station."
unknown,"I'm sorry, are you implying something?"
unknown,"You know, I'm just saying, uh, the bathroom's supposed to be done today, and you say you're working as fast as you can, but uh, here I find you with Roland."
unknown,Roland is the hook-up for your tiles.
unknown,"His cousin, Arnie, gets them at cost."
unknown,So I thought I would thank Roland by buying him lunch.
unknown,Because that's how I do business.
unknown,Makes sense. I was just sort of uh... checking in.
unknown,"I could always cancel the order, if that's how you wanna do business."
unknown,"I would run out and get some aloe Vera pal, 'cause you just got burned."
unknown,"Hi, is everything okay?"
unknown,"I don't know, you tell me."
unknown,"Yeah, no, I was just uh, telling Ronnie what a... what a great job she's doing on the bathroom."
unknown,"And uh, we should get back to the store."
unknown,"Okay, do you still need to use the restroom?"
unknown,"What? Nope! Uh, came here for you."
unknown,So... we should go.
unknown,Thanks for checking in.
unknown,Is everything okay? You look more pale than normal.
unknown,"Hi, my name is Alexis Rose, represented by Alexis Rose Talent."
unknown,"Okay, what are you gonna be singing for us today, Alexis?"
unknown,"I have chosen to perform the title track off of my critically reviewed, limited reality series,"
unknown,"- ""A Little Bit Alexis."""
unknown,Feel free to sing along if you know the words.
unknown,Loud dance music plays
unknown,I'm a Hollywood star
unknown,I'm a little bit tipsy
unknown,When I drive my car
unknown,"I'm a huge, huge yacht"
unknown,I'm a little bit single
unknown,Even when I'm not
unknown,I'm little bit... Ah ah
unknown,I'm a little bit... Ah ah
unknown,I'm a little bit of la la la-la-la-la-la
unknown,A little bit Alexis
unknown,La la la-la-la-la-la A little bit Alexis...
unknown,"Okay, yeah, I still actually had a few more verses."
unknown,"And in the last verse, I really get to showcase my range."
unknown,"Oh no, you know what?"
unknown,"I think that just that seconds is... more than enough to go off of, yeah."
unknown,Are you saying I booked it?
unknown,"Well, we do have to see all the other candidates."
unknown,But we will definitely get back to you.
unknown,So what do we think?
unknown,"Well, there is a place for her... somewhere."
unknown,"Moira, I saw your talent, and I thought, well, the apple can't fall far from the tree."
unknown,Though I do admire the confidence.
unknown,What are we gonna do now?
unknown,"""We?"" We are at the precise intersection"
unknown,of which I tried to steer us clear.
unknown,"No, Babs Streisand's vocal coach quit the business after just two lessons with our sweet Alexis."
unknown,He now lives in a monastery.
unknown,"Wow, it took a while to get the drinks, yet, I don't see any drinks."
unknown,"Oh uh, we just finished them at the bar."
unknown,"Well, you got back at the perfect time."
unknown,"Elmdale Moto Lodge just won ""Best Motel Suite."""
unknown,"Coincidentally, the Hospies Committee just had their retreat there last fall."
unknown,"I'm not saying something's up, but uh..."
unknown,- Emcee Our next award...
unknown,"So, what are you doing after this?"
unknown,"Oh, well, I happen to have a king suite at the Elmdale Moto Lodge in exchange for presenting an award today, so..."
unknown,"Well, I did pack a bag."
unknown,"Just thought I'd tag along with you for a few days, you know, tour the best and brightest in dusty roadside accommodations."
unknown,"I will be traveling with royalty, after all."
unknown,"- Johnny Getting close,"
unknown,- Stevie. Stay calm!
unknown,"Wait, I'm sorry, I-I'm not sure if we're still joking around."
unknown,"Well, I took Monday off, and I know you have a few more motels to hit, so..."
unknown,"Oh! Yeah... no, that would be fine."
unknown,That would be fine?
unknown,That's the kind of reaction you want.
unknown,"No, I'm sorry, sorry, I just, I..."
unknown,you just caught me a little off guard.
unknown,I just wanna make sure that we're still
unknown,- on the same page here.
unknown,"Yeah... good, good, okay."
unknown,"'cause you know, I thought this was just something great that happened when it happened."
unknown,"I mean, you know, I'm on the road so much, and you've got the motel to run, I don't see any of that changing any time soon."
unknown,But what if it could change?
unknown,"I'm sorry, I-I don't see that happening for either of us."
unknown,Emcee The winner is...
unknown,"Stevie, we did it!"
unknown,Laughs Oh my God!
unknown,"Look at her, she's stunned!"
unknown,I was just gonna leave you that little note and a box of chocolates.
unknown,"I got the part, didn't I?"
unknown,"Come in, come in!"
unknown,"Alexis squeals, Jocelyn laughs nervously"
unknown,I now see that there are different ways to interpret chocolates.
unknown,"Alexis, I just wanted to say..."
unknown,"Yeah, she's come to tell me the good news!"
unknown,"Chocolates? Are we celebrating, Jocelyn?"
unknown,The chocolates were a mistake.
unknown,"Alexis, after very careful consideration, I've decided that you are overqualified for the role."
unknown,"I know, but I'm totally fine with that."
unknown,And I really value you as our in-house publicist.
unknown,"Jocelyn, no. Oh, we can see where this is going."
unknown,Part of me thinks that maybe we should give the role to somebody who really needs it.
unknown,"Oh Alexis, I wanted to fight for you, but I had to recuse myself as your Mummy!"
unknown,Who did you pick?
unknown,So you picked no one over me?
unknown,That would be a Jocelyn question.
unknown,Maybe there's a better role for you.
unknown,What's better than the lead?
unknown,"Yes, I'm curious about that as well."
unknown,Kit Kat Club Dancer Number Six!
unknown,"She doesn't have a lot of lines, but she has a very sexy costume, and a lot of face time on stage,"
unknown,- which I know that you love...
unknown,- I love both of those things.
unknown,"Okay, um... would that require like, another audition?"
unknown,"No, the part is yours."
unknown,"Jocelyn, how wonderfully generous of us."
unknown,"Well, I'm guess I'll have to put you in touch with my agent."
unknown,But I think you already have her number.
unknown,And we'll get going on negotiations!
unknown,"I would have my agent accept that offer, dear."
unknown,"Audience applauds, music plays"
unknown,"Woo! How 'bout that, partner, huh?"
unknown,Not bad for a couple of years' work.
unknown,"Hey trust me, I'm just as shocked as you are."
unknown,"But this is ours, and no one can take it from us."
unknown,"Sorry, Sir, uh, I'm gonna need to take that for the next category."
unknown,"We'll be mailing yours in six to eight weeks, along with the bill. Okay, great."
unknown,"Well, that's probably for the best,"
unknown,"I mean, I don't wanna be lugging that thing around"
